SK_ID_CURR,TARGET
100001,0.06505115350365893
100005,0.1264008628620721
100013,0.08123883481753814
100028,0.061509363614455116
100038,0.1283076432624614
100042,0.055893562654302606
100057,0.08303505659957822
100065,0.1254701494540476
100066,0.050359062441853036
100067,0.10329456967704863
100074,0.06324561358749245
100090,0.11512749959390196
100091,0.11715822104511232
100092,0.09810110738049097
100106,0.1558210555533691
100107,0.11181272003296594
100109,0.09856982364431127
100117,0.07621643925456383
100128,0.07349350185004873
100141,0.087928080850478
100150,0.07549698001080206
100168,0.0649948468652681
100169,0.044324958226132326
100170,0.08690339091889719
100171,0.09982796639888074
100172,0.12153726652090688
100184,0.0739171721044746
100187,0.061739081507788805
100212,0.08580741486609231
100222,0.08476303380360346
100223,0.06309495139766641
100232,0.07324641756621232
100241,0.1411894160301816
100245,0.07944665703269001
100253,0.06144341107720488
100256,0.0945055225006066
100271,0.05483319047297363
100278,0.10646984965464183
100280,0.07066897821557809
100306,0.1538884559946224
100311,0.10708583173122703
100312,0.06354206411778854
100330,0.07495907404325679
100331,0.08947734436037078
100352,0.09284457873378961
100358,0.09300646295957897
100367,0.08562889481562194
100382,0.08528106471159597
100384,0.07421528114337468
100385,0.11568043013464611
100386,0.09037798935695135
100399,0.07180169163277553
100404,0.06926376142877252
100416,0.07177980818878776
100422,0.12102744691321064
100426,0.0794346542050855
100438,0.06845415904714298
100444,0.11472582332051413
100445,0.12338752376867884
100446,0.11718791412933058
100447,0.06484685933662429
100450,0.073684897940814
100466,0.08577776882932904
100483,0.07288528331888565
100484,0.052560838077373696
100494,0.08403868913148663
100510,0.1255061236427396
100512,0.0595509168464727
100517,0.06955169980080025
100548,0.05836370540743317
100551,0.07007066447882383
100552,0.1256188788202177
100553,0.08592070699338528
100561,0.09290545248633339
100568,0.1234982038373211
100569,0.06932599505218806
100591,0.09532500450649677
100592,0.04786700047993433
100602,0.10761530978210722
100607,0.0791573375212147
100613,0.08342402592094025
100617,0.07819070190652505
100618,0.09140864410334718
100622,0.16354194746655257
100625,0.12431263176237188
100677,0.08352778474211338
100699,0.07670660572911978
100702,0.13677986299869768
100711,0.0841467321255718
100729,0.1370049868961547
100740,0.11816033287164766
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221778
100751,0.11105572463681833
100752,0.08554727492674791
100753,0.14571359597809902
100754,0.0958495606319628
100760,0.10778869724450367
100762,0.09414765932663512
100763,0.07689646213231559
100765,0.07605647559910426
100770,0.10165115911132185
100772,0.08600916255940488
100777,0.08513413574717515
100791,0.06889436622965484
100792,0.059476581662872736
100797,0.08817675375476751
100823,0.0945128169619222
100826,0.09202204145795942
100830,0.06687916893389162
100836,0.13168645541781854
100872,0.0832569176557838
100910,0.08810221959395795
100913,0.05843467780953753
100918,0.0793786467353847
100931,0.05514747184902416
100952,0.11949028480529325
100953,0.1017295423941372
100965,0.10498516324440442
100970,0.08125807408719693
100982,0.12076705043209855
100983,0.08480641018997771
100984,0.06855209535901982
100987,0.11510383336707546
100997,0.0912156706573603
100998,0.13140932190681165
101002,0.0974658315335629
101005,0.13453438709951487
101008,0.1205359339427793
101020,0.09440688168206644
101021,0.0910559206009877
101024,0.09414318667965496
101025,0.12711103422962236
101026,0.09416244449873674
101031,0.08579609370327174
101041,0.0572168179844415
101051,0.06411509120527617
101055,0.0887776022289811
101056,0.13112088317061926
101057,0.10187608479978894
101064,0.07281106654750835
101079,0.07948754488696332
101087,0.08834801209149983
101090,0.06424746086440279
101092,0.09062466161434947
101097,0.09630861490977707
101099,0.055576930520801496
101107,0.08948925292336836
101118,0.09101263913059846
101125,0.09791544727678914
101126,0.08149108478468312
101128,0.09538579307817163
101136,0.1299700896699041
101140,0.10720188790181287
101149,0.07461143447731629
101160,0.08020977113151721
101169,0.1139047040814312
101181,0.07426691984170443
101186,0.05765661341740575
101190,0.09935317534686072
101193,0.11827633062849452
101194,0.08977073088165724
101198,0.09753728988346821
101200,0.07655872406535714
101204,0.09941226420334157
101211,0.08185972107005533
101213,0.08381076173089556
101223,0.07259101388072683
101225,0.09344779613202275
101237,0.07531944108282397
101243,0.07945522275754172
101244,0.10902938959099731
101258,0.06844657332981623
101259,0.15467265681652964
101268,0.10278010414570832
101269,0.06505812947658034
101271,0.1122744301962909
101279,0.07017851485663784
101281,0.08675545030959658
101287,0.07470331555638923
101292,0.09197170296561237
101294,0.07760337849291882
101296,0.06648767601102713
101297,0.08110229421754486
101299,0.061484733927169036
101301,0.07602560222847995
101305,0.07619891274800912
